parent_nutrition,gamete_methylation,offspring_lifespan,developer_alignment,agent_autonomy,codebase_persistence,fusion_eroi,energy_surplus,carbon_index,species_survival
-4.514990439540571554e-01,9.842845772405834914e-01,-1.853040678733129498e+00,9.948998076507425958e-01,3.223183249569876452e-01,-1.381226797142664831e+00,1.791212246657172713e+00,-1.254412841390654565e+00,1.309570068807276999e-01,7.861283112680279572e-01
-7.388602514721902548e-01,-1.786222380801740339e+00,-7.082067287952525936e-01,2.393951752356968943e-01,-1.330295749624647250e+00,1.336893181291876509e+00,-1.681804303821276547e-01,1.761306092980624016e-01,1.646248761537730143e+00,5.518337324457840420e-01
-1.132460672763190956e+00,3.507449761232254715e-01,-1.370339920619449758e+00,-1.326666933677332905e-01,9.173213070372853162e-01,-1.108154546012634301e+00,1.613161668102804480e+00,-1.094167639925762991e-01,7.746799713521676511e-02,1.232302504984185143e+00
6.570868023017628623e-02,1.463551035403715561e+00,-9.592332636233994597e-03,-2.895406282248098040e-01,1.323958341592548660e+00,-1.403908110089824746e+00,3.762754007243462318e-01,8.562903230424553924e-02,-1.662058989784007679e+00,1.087330852950992854e-01
-2.106799562270149084e-01,1.216296241580939075e+00,3.420485818882592066e-01,-8.174437795585590694e-01,1.575899143426318316e+00,-1.132437789162444641e+00,-5.249382326983698804e-02,7.198950144813528462e-01,-1.769265031682611289e+00,-2.042310189718206936e-01
7.012692486215199583e-01,1.045065350401236604e+00,9.859701039088802910e-01,-8.186910793712015577e-01,1.215740053874667437e+00,-6.891151908303954077e-01,-5.835233759581034407e-01,2.606501799319567159e-01,-1.650021450770614351e+00,-6.606786632815246918e-01
1.307878341030603631e+00,1.671129840289846236e+00,-1.573683682655984406e-01,6.221338813555876701e-01,1.297043363301100816e-01,-9.743508599229990796e-01,6.552817144327891530e-01,-1.207991723747186219e+00,-8.018130183306627634e-01,-1.039440215323742533e+00
-1.523998706925848046e+00,4.426653035655231938e-01,-1.442860759634453371e+00,-2.685596950818175399e-01,7.459711807268589734e-01,-1.343201959542129620e+00,1.697699191753066605e+00,5.819216086472250166e-02,4.971564019500950005e-02,1.532964425918049267e+00
1.088620065519613433e+00,8.996783282509540625e-01,-4.830138367126095567e-01,1.590593383623136514e+00,-9.153299591444999939e-01,3.388565293765749553e-02,5.410852575098448192e-01,-1.619759748265664268e+00,4.462020308870794927e-01,-8.785320864205941049e-01
-1.018914667907334426e+00,-1.516218929626867329e+00,4.069261695893502395e-01,-1.034237964275006805e+00,-2.028537945290811995e-01,9.746762349503849121e-01,-1.067148297979371829e+00,1.299744013752513805e+00,8.380746446575070285e-01,7.084092919358470075e-01
5.932149299158017142e-01,1.528356966315076004e+00,-1.091019851372455607e+00,4.266156311367444998e-01,7.518582381213587684e-01,-1.469390023685408275e+00,1.447738261417794270e+00,-1.022687618997982328e+00,-8.027112097166869686e-01,-4.905746748569027316e-02
-1.682670958689062912e+00,-9.682492671143215768e-01,-1.225524763662914740e+00,-7.008115974907174195e-01,6.185923277863056846e-01,-4.787186703245059349e-01,8.430464580363777882e-01,7.903041079180437301e-01,9.660252475832278307e-01,1.638274476829727710e+00
-1.847729759245156256e+00,-7.948083139855112167e-01,-3.197629077085858418e-01,-1.112029339967590236e+00,5.147053014651875591e-01,2.066892038654040420e-01,3.377553126086350194e-02,1.689567529082474762e+00,7.161556813967215884e-01,1.785495476832226425e+00
1.195039729917222848e+00,1.212140969993970030e+00,-5.631241200960023230e-01,1.526640944510573528e+00,-2.015767403748459363e-01,-6.910902256164417334e-01,7.167575262692241767e-01,-1.692026994280033447e+00,-2.639484119293175612e-01,-1.033414113908118104e+00
3.839868891895041603e-02,1.435378256817394282e+00,-7.309853209835309729e-01,4.641804112866902976e-01,8.561276652555634969e-01,-1.522846499826217448e+00,9.410017029711282843e-01,-5.563205999871980723e-01,-1.092749771365694178e+00,-6.136763078942714805e-02
-1.417113791511263265e+00,4.099055654291589024e-01,-7.472253200192079392e-01,-1.274180267861506399e+00,1.473974163059610598e+00,-1.012116621646949488e+00,6.916741387453678724e-01,1.107136013453894785e+00,-3.736049752392562318e-01,1.165861667570569749e+00
4.305343019732692511e-01,7.499928162894791139e-01,9.108011703306605478e-01,-1.153832161840346426e+00,1.440861841449219360e+00,-7.062886279061419970e-01,-7.908396537657489400e-01,4.792180113629591620e-01,-1.961645135318099253e+00,-4.411604895107275048e-01
5.874919635528507572e-02,-1.181695018080853199e+00,3.582837749199865307e-01,1.483605061641094514e-01,-1.357382606474843989e+00,1.638478906369868149e+00,-6.147892454795225170e-01,3.042390486498095514e-01,1.236040179897629709e+00,1.337644158812581197e-01
9.447175593639752789e-01,-7.541363280529067570e-01,4.262173399491313297e-02,1.214248125481135476e+00,-1.494921312968608307e+00,1.186570771962660809e+00,-2.988654320619229532e-01,-9.857905929043546678e-01,9.584726262005645037e-01,-1.030775554133211758e+00
1.194364773554756010e+00,9.281960959392898669e-01,-6.737942990735530380e-01,1.468038703786528565e+00,-4.063316171872612403e-01,-4.681575718556685861e-01,7.793900519804840554e-01,-1.790487501270976445e+00,-1.059562230023871759e-01,-8.905136358701878363e-01
-1.253499464651408379e+00,-1.014617009245373236e-01,-8.419276525558471169e-01,-4.524413704859704954e-01,1.293079947498408266e+00,-1.143373706450161897e+00,9.357594859609182913e-01,9.472934728630238999e-01,-1.328500929803896335e-01,1.384232706057638262e+00
9.380140460110954204e-02,-1.766438176824724815e+00,8.802200030305225020e-01,-5.511127953010762637e-01,-8.809761408293489415e-01,1.784362176762752439e+00,-1.080304534463256028e+00,7.695357575795890304e-01,7.992633775742902236e-01,-2.043185182196435301e-01
-5.889653646834397405e-01,5.358046060231440588e-01,-1.333014173983071649e+00,9.359943111226055601e-01,-2.356821300307832823e-01,-1.008493917843888310e+00,1.747368465287417072e+00,-1.116039953198360690e+00,7.838737329255643926e-01,7.690009342534983583e-01
2.796452749417283057e-02,1.855352832300364296e+00,-8.341311128579507184e-01,3.162366604232523248e-01,8.530811946758785069e-01,-1.821803071424652032e+00,1.004932072954219269e+00,-8.278471295351693682e-01,-8.679555781053499564e-01,-4.241413214098348899e-02
-3.142853367455431535e-01,-1.630497829654589115e+00,3.696930638834813876e-01,-1.892009381749953645e-01,-1.167600720159097438e+00,1.271852118431279655e+00,-4.392583018556060481e-01,7.414391884252901077e-01,1.594329993836399950e+00,1.347736228184213125e-01
-3.777794825163444670e-01,1.196260212361886621e+00,3.896114206945118508e-02,-6.283389022584656702e-01,1.572453187552291132e+00,-1.846581115593389777e+00,4.307629214801595441e-01,2.739167440818265353e-01,-1.309867864408826188e+00,3.064001123844959373e-01
1.377784403218503817e+00,3.529242958640197436e-01,-5.890062717555757943e-02,1.667940078957947936e+00,-9.310809506992218099e-01,2.575998110107790562e-01,1.462436981108418688e-01,-1.657179080542820371e+00,3.914005778451017381e-01,-1.014858798149194108e+00
-1.570411991113536132e+00,2.636492972248082323e-01,-6.588545287692718633e-01,-1.054472824533362774e+00,1.457067226435937668e+00,-1.052221107778845033e+00,8.373336168345248964e-01,1.238402014149851960e+00,-2.699997594457509975e-01,1.281328035300448365e+00
-8.481682513674698720e-01,1.138387841566320252e-01,-9.862033129119443520e-03,-1.548332918557883353e+00,1.575074850807111959e+00,-1.090877609217141275e+00,-3.081163261979116136e-02,1.238075781894253824e+00,-8.659823626825857712e-01,8.924202995773707903e-01
-1.101122500314999808e+00,-1.239273393855734984e+00,-1.214881033424355827e+00,7.367495029669501871e-02,-6.071910034422106639e-01,4.014144035501394647e-01,5.214657269256830485e-01,1.578543447672787203e-01,1.570193182994942260e+00,1.122701593112020779e+00
-7.650607687578712124e-01,4.468089600627624391e-01,7.429561736300185348e-01,-1.376231235239315565e+00,1.681872802208811413e+00,-9.825435377268545434e-01,-4.936659444177591838e-01,1.130762437918082286e+00,-1.413648812346409489e+00,1.155683079699755395e-01
-2.834396967237489129e-01,1.311615789104461971e+00,-1.331957844966144222e+00,9.518462259461568653e-01,2.868575965999305422e-01,-1.370963313678640993e+00,1.489772883693679884e+00,-1.115494833266263974e+00,-8.965424099495364341e-02,4.644809548607041760e-01
7.752907893095316583e-01,1.228155007924051523e+00,-1.142159073750558029e+00,1.245756300411836159e+00,-5.625533021907106468e-01,-7.430966597800926499e-01,1.470439148370860760e+00,-1.579063077771382995e+00,1.990561837678621326e-01,-6.786152897014888774e-01
-3.525506158594290951e-01,4.116530875550800661e-01,1.040378367437025942e+00,-1.624044451599980343e+00,1.395679953416073094e+00,-4.054781896661117102e-01,-7.816096019484979340e-01,1.252681796352555832e+00,-1.008594482128779779e+00,1.532277393834849955e-01
1.810093807701335100e+00,9.411413803345504148e-01,1.175420446560078956e-02,1.412029796894813005e+00,-1.106732257055481172e+00,4.736344739871414800e-01,-1.352417607870827487e-01,-1.425035654499615667e+00,-1.263112608266368231e-01,-1.494589533617656896e+00
8.936896191094786390e-01,1.472577063631998584e+00,-2.684870265099107423e-01,1.234249345391100761e+00,9.598435511340128179e-02,-8.978665884329473101e-01,7.257064255692148302e-01,-1.678195804254341672e+00,-5.910644283737414018e-01,-7.677383983615492236e-01
-1.223692181947449775e+00,-3.549406379300389380e-01,-1.361133182228802863e+00,5.161159405139476020e-01,-3.992346462523475581e-01,-2.424326656236767408e-01,1.156232687855934360e+00,-2.456134620152755077e-01,1.419793995676600140e+00,1.191123993386833169e+00
-2.772011460685491757e-01,1.599394701942537855e+00,-4.153570569454103079e-01,-3.056646679276215361e-01,1.412114743231975167e+00,-1.903306357350716294e+00,1.158269765864802237e+00,-3.564145010663667401e-01,-1.220214459642635640e+00,3.225729088719698212e-01
-2.095588398356704185e-02,1.645279697946415709e+00,-6.810465891424425378e-01,2.921700440851919892e-02,1.037127546890682872e+00,-1.645343754522757829e+00,1.043713040701500727e+00,-7.424427452094778390e-01,-8.869016257529344083e-01,5.141468800423006080e-02
-4.584354062994469570e-01,1.255193617454470001e+00,-1.575239570080509521e+00,6.648788213815409742e-01,2.448682233075978321e-01,-1.631583200186133897e+00,1.820618435324413920e+00,-7.209351193637231203e-01,-3.581392687887818282e-01,5.422211995678842822e-01
-9.314804885551604130e-01,6.876882574742495535e-01,-1.513863764485928964e+00,6.009253341682203597e-01,6.572024268490291865e-01,-1.393785457110382930e+00,1.439205032703634091e+00,-3.930626835236016858e-01,2.393474229038294876e-01,1.180134822022288921e+00
-8.618019008200954456e-01,-5.731717323778801054e-01,-1.438685896699206213e+00,5.142851736901962179e-01,-1.216496448255387275e+00,5.351858141129754998e-01,9.505182649686361174e-01,-3.113850935787295104e-01,1.636975105084666371e+00,7.780243974884153424e-01
6.693093974724301232e-01,8.979853849283307987e-01,-1.036541069558096329e+00,1.352960056141471412e+00,-3.382738321892714284e-01,-5.321145743985892240e-01,8.704333859995464495e-01,-1.775500157950916869e+00,-1.021135813927674940e-01,-6.250676302367991211e-01
-1.812046073166514670e+00,-9.602501740676904207e-01,-1.032514075731768344e+00,-4.145491770805480036e-01,3.092320455611613506e-01,-2.199310670708086446e-01,6.800846863518922314e-01,5.043124182436438119e-01,8.603063407763124060e-01,1.739279004813661267e+00
4.467654921648410160e-01,-1.197238237831123708e+00,1.526383409383754497e+00,-6.803393402407877932e-01,-2.727615745103827982e-01,1.268526582884019760e+00,-1.668345018024538273e+00,8.034819828849200096e-01,-1.514926506723467126e-01,-5.952660835539964612e-01
1.630578503666743728e+00,1.123774762085474110e+00,1.062107196483575544e+00,9.648324917395968425e-01,-2.215251395853060634e-01,-1.470875678775671325e-01,-1.776167872901209532e-01,-1.028669730106477775e+00,-1.033186334522314231e+00,-1.728294226869292460e+00
4.139552390234247925e-01,1.512838876244601005e+00,-1.056624555902737406e+00,1.325134461151706633e+00,2.535108263548226937e-01,-1.127210199321318163e+00,1.386454610087842099e+00,-1.376747937639707375e+00,-4.121715921643061553e-01,-2.452465692675112330e-01
-1.887023218105654765e+00,-2.229620024973550385e-01,-6.665799202263523737e-01,-8.057983441302589700e-01,1.085258956258087215e+00,-1.189973847052657741e+00,7.696697814620019340e-01,8.868698726068595661e-01,2.523541046088803239e-02,1.409757706105618569e+00
9.849008993928617395e-01,1.556441491174150427e+00,-5.106859774247114458e-01,8.074757744790576064e-01,4.192020702299544821e-01,-1.093561740699304785e+00,1.046147345131877238e+00,-1.250994245729266208e+00,-9.332587627524865370e-01,-5.852271935158457339e-01
1.819065080697133407e-01,-1.686241553937414539e-01,1.650491522280430612e+00,-9.640149736329809427e-01,6.405029290833822442e-01,4.860681032287405556e-01,-1.446466577730315617e+00,1.079439293482488793e+00,-8.164647616939546548e-01,-5.215770451181316325e-01
1.480660129519594248e+00,-3.292839133718128419e-01,1.351383081932972852e+00,4.608859209444123861e-01,-9.421628599168792029e-01,1.381915359461040715e+00,-1.209757244099375573e+00,-5.302189927225888777e-01,9.629627010709869428e-02,-1.337872384892046629e+00
-5.015373186131508731e-01,-1.548187148211707331e+00,8.752688138354153269e-01,-1.030231421025113780e+00,-3.308146941507106864e-01,1.194531733257688799e+00,-1.139350057309701292e+00,1.359469997288622611e+00,7.502225482207303120e-01,1.315010219121766077e-01
1.415998722803027299e+00,6.403329450420218727e-01,1.368711424490043793e+00,-2.412381460955221602e-01,1.995085732126904154e-01,2.058588774778905839e-01,-8.966948253660828039e-01,5.099240156055777351e-02,-1.523629546911471122e+00,-1.568723946936870783e+00
-2.163375703816510787e-01,1.322442910749950018e+00,-1.109453182606177507e-01,-1.339287407081772296e-01,1.520243435213142869e+00,-1.740774748069341848e+00,3.941353831932563612e-01,-1.757861363710875452e-02,-1.333615427560179700e+00,2.823335294545476284e-03
-2.151870273356394081e-01,-8.767740717831162822e-01,-1.116203003469051769e+00,9.585345702484097119e-01,-1.509377071194797804e+00,9.876693988989330153e-01,5.207201963926358923e-01,-7.058798915821926645e-01,1.708546791202579795e+00,4.729333402020174382e-01
-1.490255779577153827e+00,3.475746710151748076e-01,-2.479694111336643858e-01,-1.009196568739531230e+00,1.601935768974892538e+00,-1.291629233212311156e+00,5.925199439230509624e-01,8.408928520297710429e-01,-6.058000504163807420e-01,1.150687744828128301e+00
-1.084547257357200589e+00,-5.045210449562337329e-02,-1.971063646980872219e+00,4.792642080131325755e-01,-3.020510904767726434e-01,-4.595768665453421331e-01,1.545611177189711860e+00,-5.729231418618208060e-01,9.563886006953309371e-01,1.179318350309072727e+00
-1.563763850948690859e+00,-8.926623741461725547e-01,-9.117884855579079240e-01,-5.877054261315123318e-01,6.903313954844914058e-02,-1.012815776678306079e-01,6.030414288116583421e-01,6.710418676751145339e-01,1.245775370790216607e+00,1.657812606094801078e+00
-7.276337660152528697e-01,-1.248066327897225936e+00,-9.354975260787704583e-01,3.230359609213788730e-01,-9.625867307875610734e-01,7.679545845565988182e-01,1.113564026146856151e-01,3.464596972334788583e-01,1.626484233470675722e+00,9.410578486661204112e-01
-6.927241770531457066e-01,-1.562618694981715572e+00,2.639343819084193909e-01,-7.084499201828492465e-01,-6.330056650404501939e-01,1.446161977923549058e+00,-6.201741387584011056e-01,1.015551510676488522e+00,1.041657587342380342e+00,5.282837277894040229e-01
1.495862619717340580e+00,-1.013173960324985357e-01,9.678898755226609252e-01,2.894732464754081191e-01,-7.377972411079436466e-01,1.120843942723357634e+00,-1.016059243375614596e+00,-5.980762489676654248e-01,-2.382590941076130342e-01,-1.953556516859704661e+00
5.273652649636733081e-01,5.232426900612852094e-01,-1.134288093815924992e+00,1.464266167001990748e+00,-9.154140070211355118e-01,-3.350303475811735043e-01,1.029934244010022093e+00,-1.508340189087061134e+00,5.189751725009172922e-01,-3.259404232427345338e-01
-6.043307336281326103e-01,-5.866943349512375727e-01,1.061704635221079052e+00,-1.709241500961149463e+00,1.235604826215302987e+00,1.125950342936195142e-01,-1.012091581805962370e+00,1.493243848134193197e+00,-8.402472963529580285e-01,4.198597086896203034e-01
3.762661752408344440e-01,-1.364032787659993362e+00,1.370056294083250359e+00,-4.470838160561638741e-01,-6.234479622687314482e-01,1.438729560719500533e+00,-1.789118328804264024e+00,5.692303044995800088e-01,3.946987611585821010e-01,-8.968105542588293844e-01
1.597685525665610395e+00,4.567512508288946171e-01,1.622667708077322413e+00,-1.233932451976171296e-01,1.132354402586505243e-01,4.504403465209155244e-01,-1.358771379218582931e+00,-7.098964502799057219e-02,-1.157665724368107885e+00,-1.445164643231580115e+00
-7.847458991766221859e-01,6.979291352131284931e-01,-2.273599769326707654e-01,-1.159716044152049763e+00,1.427212917432187478e+00,-1.273688652872464022e+00,3.399799304070976746e-01,9.301134643678466984e-01,-9.204968154963707461e-01,8.400935599396116560e-01
-1.106286226587817056e+00,5.875790627109994668e-01,-3.280659118028895344e-02,-1.265002920382066520e+00,1.813963272751790479e+00,-1.180060487286557880e+00,2.372431884447736006e-01,1.168194195590918305e+00,-9.883343951889013157e-01,8.330607963609208966e-01
-9.472666070411024375e-01,-9.842357394651808367e-01,-1.306765250695107294e+00,1.089943891742960691e+00,-1.275031820094914004e+00,2.455034309308188056e-01,9.524820300118284067e-01,-4.375288104637991560e-01,1.424249995390412860e+00,5.671865203876397254e-01
-1.437952447853739768e+00,8.044118112561828016e-02,-1.563784795022463481e+00,3.219654915376521931e-01,2.844911571914985338e-01,-7.431366211519805365e-01,1.553270122885097582e+00,2.534019989660982741e-01,6.144009532509469018e-01,1.437249443533114457e+00
-1.558222090828905282e+00,-1.409200882968414170e+00,-1.977998719617415913e-01,-7.842898207156666635e-01,-1.983631168139024792e-01,2.015777980164285277e-01,1.510625844695969167e-01,1.156254287135406678e+00,1.031603231294166090e+00,1.306035766324113556e+00
3.007492139948236831e-01,-8.792200574103583577e-01,1.601643953048525360e+00,-1.003044923478124684e+00,-1.064578057106721765e-01,1.268734923977708151e+00,-1.737553647914121147e+00,9.530584290282810844e-01,-3.601140175112868547e-01,-5.607013712473687406e-01
5.976307163318052007e-01,7.245391538183747482e-01,-1.373192834482108493e+00,1.613357468632209857e+00,-3.330478005502230943e-01,-5.272840095613754441e-01,1.328928043447022311e+00,-1.794507908617311465e+00,5.368066008957006474e-01,-7.159603840674623465e-02
-8.255226377525282100e-02,1.169931433413881505e+00,-1.283819542796237778e+00,7.114817633501555605e-01,5.073150980530174436e-01,-1.339433663138008157e+00,1.354978643722629883e+00,-9.714457898399935232e-01,-4.037891262683318550e-02,4.864851609631349327e-01
7.981881465495697103e-01,1.252916910737329692e+00,-1.067645504302526138e+00,1.796260964138634231e+00,-3.888055488210745425e-01,-5.580431119993365385e-01,8.785520950548882935e-01,-1.531599322522143813e+00,-1.220914819220090541e-01,-6.894066130205886989e-01
-9.084267393385571099e-01,-4.727500037031279745e-01,-1.840062067563890347e+00,4.597868744763894400e-01,-3.408305678022907625e-01,-5.445573608138859489e-01,1.600878728639912651e+00,-2.901101445284603453e-01,9.601368232385636414e-01,1.276860017586336049e+00
1.125679548052196610e+00,-9.016233757233012014e-01,9.488370879102161481e-01,2.781697599595793213e-01,-1.203288318774599963e+00,1.705469597963099160e+00,-1.358620285155249574e+00,-2.480591428031353810e-02,5.340575835728063048e-01,-8.877632490409282928e-01
1.410075381495227154e+00,7.177293388746803782e-01,1.252971583399953959e+00,5.171992896295597442e-01,-3.458781262355156705e-01,4.582018074896153093e-01,-1.141680821552967462e+00,-5.365060093276243780e-01,-7.804142779437609478e-01,-1.830794355965579268e+00
-2.376167134739240461e-01,3.024714113965182305e-01,1.289787469751546789e+00,-1.478361912816483104e+00,1.596077766469866877e+00,-3.668951374071931504e-01,-9.492989068779729145e-01,1.246885933018673454e+00,-1.389228999366930450e+00,2.523234242041291417e-02
1.298037126401643038e+00,-4.216439991887364069e-01,1.506003582246418615e+00,-1.372454763398565647e-01,-5.053236875338129597e-01,1.386794941405855131e+00,-1.549627499990460899e+00,1.450990602572508614e-01,-3.846816160512170346e-01,-1.464846127708262946e+00
9.687741778957459360e-01,-8.917753762148497021e-01,-7.864123331432250341e-02,1.061048262398619713e+00,-1.628416196829677531e+00,1.345444542632831864e+00,-2.381971113029193732e-01,-9.898243308737013635e-01,9.519231847718914175e-01,-8.358876949808181633e-01
-1.206899799120909611e+00,-7.144863244165475802e-01,-1.349369957066230530e+00,8.585284346942771982e-01,-8.531472039534053753e-01,-1.922569795266572956e-01,9.613457168275738596e-01,-1.924884066225140689e-01,1.577525393672787324e+00,1.117101785242547107e+00
1.568364076684812591e+00,1.265888866799403267e+00,6.610688030691347361e-01,9.448540767481946601e-01,-3.034990030399226102e-01,-2.054676573461302058e-01,-1.415797040979107635e-01,-1.108905343411763278e+00,-9.148401742831641092e-01,-1.571271938792379030e+00
-6.280618243184314942e-01,5.513033862360353643e-01,-1.605385406908513835e+00,1.043880675702233862e+00,-1.406640239209075438e-01,-1.036568870550466759e+00,1.844081522911619198e+00,-1.027555726852512841e+00,5.784759486694794894e-01,1.011934855155205204e+00
-6.954005136954708455e-01,-2.014309571732109116e+00,3.793665400371750152e-01,-2.338889837812966332e-01,-8.613394330169118485e-01,1.288386242200854959e+00,-7.131665506361378748e-01,8.633630567231498354e-01,1.146624771391341113e+00,4.320529312712577674e-01
-4.668028143753562009e-01,8.395631311275313369e-01,8.061964366592625497e-01,-1.286088273682364669e+00,1.455900265355523526e+00,-7.653170899139551953e-01,-3.958623430206625327e-01,9.151184675206627261e-01,-1.051830774597195095e+00,3.897899227434317160e-01
-9.519617152248622816e-01,-4.022932672713256941e-01,-1.577142879954053001e+00,3.216534431054147714e-01,-5.425006350453774884e-01,-3.075154647814019593e-01,1.317546625546581307e+00,-4.667775917956186182e-01,1.404472764044036204e+00,1.466226893427874822e+00
4.183529550364529226e-01,-1.221774901511806899e+00,-1.120556907517243350e-01,8.231757749418211478e-01,-1.743182871637067644e+00,1.188928503734772768e+00,-2.626350635047137172e-01,-7.484069603771876800e-01,1.410519804425343304e+00,-2.345555146781357347e-01
-1.140041695358711728e-02,-1.184178588378494434e-01,1.177602996692566073e+00,-1.750597915899696932e+00,8.426075849155344466e-01,2.926027074902233793e-01,-1.301338036599786863e+00,1.311935726466818997e+00,-1.116060827932758848e+00,-1.979715135050020419e-02
-1.554806909417853822e+00,-1.280891271583133539e+00,-9.849260279540471563e-01,-4.199339032111070596e-02,-5.462106714524777029e-01,5.942487546285060707e-02,1.027302179706448770e+00,6.122428040384710890e-01,1.666409200354250553e+00,1.534316053258514057e+00
8.254641994338418609e-01,1.775649702606761471e+00,1.028137460675193071e-01,4.224728698749959377e-01,9.130117415841295658e-01,-1.256081310419646879e+00,5.221010952164788499e-01,-6.476490987194635229e-01,-1.376691599622232198e+00,-8.524887391101617640e-01
-1.086402488691341067e-01,-1.270797106277284483e+00,-5.536269000165998655e-01,7.719308192005361891e-01,-1.365101228667901623e+00,9.570483580847556349e-01,1.907801581942396574e-01,-5.811926778205944721e-01,1.505317138734593829e+00,3.945555017860651881e-01
3.926137738050032300e-01,-5.271868348562737117e-01,1.595748642061368683e+00,-1.271121109481504918e+00,6.257569231420284650e-01,2.847997334459985153e-01,-1.807319936945751326e+00,1.427176600154703934e+00,-5.750207462223448918e-01,-3.008228883548446642e-01
6.188266579999014416e-01,7.777371772927920146e-01,-9.384235232765165691e-01,1.385445438190170853e+00,-8.805548835825698362e-01,-5.580524328316661675e-01,1.304322963593632867e+00,-1.853036381599540094e+00,1.277992196436716077e-01,-6.725412785899466117e-01
4.177131185051605189e-01,-1.369326195350138775e+00,4.284169051772037107e-01,2.313813009664522080e-01,-1.356387819424489827e+00,1.527540435079738579e+00,-8.357160794307354479e-01,2.923422573631248578e-01,1.131383226351782456e+00,-6.922361449426921443e-01
1.313940964031262260e+00,1.285052805575266133e+00,-2.365296296796368380e-01,1.309834291266311457e+00,-3.689386296946158827e-01,-2.223551951196511556e-01,8.769221499946232290e-02,-1.572241526235024667e+00,-3.316267337403215332e-01,-1.156735827621338197e+00
2.990208325138044576e-01,1.414226577864584833e+00,2.443657485931832463e-01,-2.744769062170985263e-01,1.416147123441337863e+00,-1.344088804431325945e+00,3.224440144883287673e-01,-2.496447811934396910e-01,-1.537109908168083239e+00,-3.819486175354455670e-01
