dark_energy_density,horizon_radius,bremermann_limit,bekenstein_entropy,technosignature_detectability,civilization_lifespan,intelligence_density,attractor_alignment
1.228039706283147181e+00,-1.315240148522337726e+00,3.830870784772885118e-01,-4.816919902026915029e-02,-1.004889871654087719e+00,1.213712754591666165e+00,8.477111931395566735e-01,-7.078843346337322373e-01
1.574280148382303457e+00,-1.312358134771638651e+00,-1.374811893937871732e+00,1.773117789884361750e+00,1.208754054365180075e-01,-6.475414140700633259e-02,-6.986395866461028725e-02,9.565378025265228179e-02
-4.236663750806389794e-01,6.245298717834103508e-01,-5.166331265149711749e-01,5.148374028183910767e-01,-1.865937850339477011e+00,1.859339151126984779e+00,-1.086014998075487403e+00,9.164413125314677666e-01
-1.510278844125499065e+00,1.507102486633411287e+00,-6.520786080904698023e-01,8.480513033963448244e-01,-5.857232104726467492e-01,7.371329713835661490e-01,-5.877717735156312573e-01,3.464597705678115758e-01
7.816506770817281957e-01,-7.011453024691413072e-01,-1.389924142713562238e-01,4.913804270910534511e-01,-1.603960507503898070e+00,1.447329623230610762e+00,-1.391752239283576387e+00,1.115380276108133284e+00
-1.325524791676725656e+00,1.249903064126196117e+00,-6.371154053304803333e-02,5.200485576498683482e-01,-3.005790435816247386e-01,3.869015676523032687e-01,1.729223769987975778e+00,-1.609118822348702738e+00
7.829569079576361723e-01,-6.480391155994360552e-01,6.634609771299027070e-01,-8.495766625690333029e-01,1.354516755163683861e+00,-1.029792223278441998e+00,-9.029906779335816758e-01,6.522990871467910790e-01
7.794606900449774223e-01,-9.020784804073405105e-01,4.295890531012513391e-01,-7.889190112740570582e-01,3.028821979954351984e-01,-5.365817270251493909e-01,1.843648901306654153e+00,-1.620137883109787014e+00
1.765133718261472362e+00,-1.881196836542535555e+00,5.133179325679503302e-01,-6.950708874392806935e-01,6.177855171227716324e-01,-3.645099962164958796e-01,-6.534938848075740880e-01,7.926807521471964657e-01
-1.110918046946118176e+00,1.291424628246658601e+00,6.043971465037291102e-01,-7.819323255085807167e-01,-1.286282556080846351e-01,-2.936981255066223317e-03,-1.155001938071635426e+00,1.239706269937361549e+00
-3.706054635164723332e-01,1.638633069161871958e-01,4.780199629130193473e-01,-8.256670161893532311e-01,2.015887807231887763e+00,-2.075399188589500010e+00,-3.494440242370009941e-01,1.266816713457757926e-01
-5.217479778365510246e-01,2.204680145852808970e-01,9.042702127250784594e-02,-1.502915367710040973e-01,2.789892236948895987e-01,-2.764045117898674686e-01,-2.187672768751656616e+00,1.546677630070110609e+00
5.260017753169251575e-01,-6.991595266127631492e-01,1.411746442119363731e+00,-1.418492883042440145e+00,5.919882032585876974e-01,-4.314103214683790988e-01,-9.076528918536861390e-01,9.962947523238352421e-01
1.603932278733531391e-01,8.898188707216700410e-02,-1.335483027777608633e+00,1.402921593640545028e+00,-1.477544792649566174e+00,1.726656906582983542e+00,1.467783166784922821e-01,-4.850422937819651725e-01
2.595312266945295487e-01,1.155950923048207693e-02,-5.250512635991397836e-01,5.791180322118087975e-01,-1.396454177669074426e+00,1.681246673763477251e+00,-9.364571046694616374e-01,9.849711928890168000e-01
5.238502855281391701e-01,-1.699960478212014792e-01,2.766357243623558393e-01,2.267749333241819709e-02,8.815417355383811104e-01,-7.817029658298909611e-01,2.027021245763883872e+00,-2.023151388670131112e+00
-8.667302081529465463e-01,9.204192573475851180e-01,1.086674769070467450e+00,-1.276932164099853884e+00,-3.528874660407133046e-02,4.219169876651914786e-01,-1.280931569084957866e+00,1.043875618613188117e+00
-2.143668799447530637e-01,5.967618924727727814e-01,8.708378078082175122e-01,-8.141425774269449578e-01,-8.996203838619548643e-01,1.151143501358703469e+00,1.450069913821644185e+00,-1.034079938866639292e+00
1.319065676750194704e+00,-1.403911749588397040e+00,-2.511198377663149614e-02,-2.202648446234430624e-01,3.519315671938391676e-01,-4.079356970479851574e-01,-1.103619802788769144e+00,1.301243250677816432e+00
1.510277934628891483e+00,-1.822616073569358175e+00,5.015057414880771391e-01,-8.520387273050564758e-01,3.749553403027752196e-01,-6.479093437150694121e-03,2.276666006129075652e-03,-5.834305206003607101e-03
8.290296204727924945e-01,-6.840848780834548615e-01,-1.305966980535156585e+00,1.260269682757500176e+00,2.558388842967432852e-01,-4.266151542341589664e-01,-1.480289700710857081e+00,1.654885582920814890e+00
5.430580773674689166e-01,-5.732679258588344595e-01,-1.207633211159691466e+00,1.083830036119304285e+00,1.395601618529935806e+00,-1.427551313743190997e+00,-1.998950117471487709e-01,2.380870789350741645e-01
9.911688403869162167e-02,-2.650775513417424900e-01,2.060190702794901796e+00,-1.794345867709269404e+00,3.577052463558634265e-01,-6.281812565243145574e-01,4.300340177861092239e-01,-3.058180109084334131e-01
5.831553868399915602e-02,1.107679574400562139e-01,-7.114371719622587520e-01,1.075693557158426739e+00,1.031844848809159387e+00,-6.786558321846614117e-01,1.336948692833223262e+00,-1.542509474685734405e+00
1.425663177382312519e-01,7.634054162858763815e-02,1.362046565280915944e+00,-1.458486084817627981e+00,-9.539344049346276666e-02,6.990359662025603937e-02,-1.387751473197408103e+00,1.233331931523640623e+00
-9.293973209750018283e-01,9.000404324082096341e-01,-1.481529587727958841e+00,1.520000982844454729e+00,-5.842243827194421035e-01,4.237844279961599514e-01,9.139328209120635149e-01,-9.020981671062292540e-01
-1.388033834526578580e+00,1.611522710132296865e+00,-2.735746354065611841e-01,4.416078854893230599e-01,4.164141597761993330e-01,-4.833245048499816288e-01,-9.922325329503217661e-01,1.209492255191032761e+00
-1.123955012502960038e+00,1.202272037458780751e+00,8.053974255675895588e-02,-2.232729059937955673e-01,1.313362888986520538e+00,-1.447981681002080689e+00,-8.162993700929905838e-01,1.293347011606667651e+00
-1.613745007064377068e+00,1.687047610622063543e+00,-2.501318009406487963e-01,2.256197030994935848e-01,7.265318357414386474e-01,-6.430178062177600573e-01,-1.137178012981898245e+00,9.835671476328390339e-01
-7.385953264281039932e-01,5.653810937194154729e-01,-2.472257922367666894e-01,2.732382808726749879e-01,-2.021537165066974673e+00,2.128813565751033643e+00,-3.281675349800923236e-01,1.768229289616406186e-01
-5.430161639906442295e-01,5.147414711179280067e-01,1.911941586560055750e+00,-1.625850122823574884e+00,-6.878777962175323113e-01,1.470507661820060763e-01,4.881746463128715519e-01,-7.326554488743238780e-01
4.660130188887027791e-01,-2.288816913004243780e-01,-1.267454286732725199e+00,1.311823431582182842e+00,-1.401450784190842791e+00,1.387852450922649528e+00,-3.931265005106979737e-01,4.166360547499330935e-01
4.653888834130672225e-01,-4.011343093215778977e-01,-4.910909263919174816e-01,4.166371471838376528e-01,-2.374223097783743908e-01,3.453162758430005086e-01,-1.918812658971932761e+00,1.680310149313591683e+00
-8.988360603945855232e-01,9.482746522561374958e-01,6.198802039550100895e-01,-7.192682394516906053e-01,1.361849885243014535e+00,-1.267039506011161221e+00,7.449224529878615275e-01,-9.980600338198792887e-01
-9.572323264474563720e-01,5.400260353454641171e-01,-6.868332017052375393e-01,2.584737190176071842e-01,2.002798182037131003e+00,-1.816472546865751436e+00,-2.827191955431683223e-01,3.263604048898930410e-01
-1.546684849239783999e+00,1.449683017055746426e+00,6.746156768173766638e-01,-6.322477577337228816e-01,-6.654627212392404401e-01,7.536602385946318261e-01,7.837038222771570695e-01,-1.075544190942739231e+00
1.484324934928251016e+00,-1.088756242135171748e+00,5.087587053220004041e-01,-4.783323785272948769e-01,7.606078802640182657e-01,-6.394952604541135344e-01,1.327371524054982599e+00,-1.472954980490614796e+00
-1.532395703770780937e+00,1.395814935576084048e+00,2.735361301541100465e-01,-5.056388826265929559e-01,6.626440252051846169e-01,-1.922892654490086228e-01,-1.273901074612165063e+00,1.224018699804784394e+00
1.878792251725844631e+00,-1.901438842582297672e+00,-4.585638873768771995e-01,3.214107262609897098e-01,-5.417116979182500236e-01,7.232975956144852558e-01,3.412388634143180277e-01,-9.618633074175624020e-02
1.333147087259829666e+00,-1.351511450301576378e+00,-1.204684050155468089e+00,7.466410489492479874e-01,-9.793870042228011163e-01,1.034216401745262415e+00,7.057997787874152884e-01,-1.051894543400992754e+00
-1.339192331009474213e+00,1.486418921871424548e+00,-8.826149583773141849e-01,8.923652052352251118e-01,-8.186706803811351074e-01,6.791678865287126277e-01,-6.379623315646008042e-01,5.380373705525441919e-01
-1.122308696965236413e-01,5.004944873613733636e-01,1.777742968081358121e+00,-1.623895330098649836e+00,1.042103377732922720e+00,-5.137237672424550539e-01,4.869083729551403755e-02,-2.577517966421954965e-01
-4.778838411798044250e-01,9.879046757203886753e-02,1.133801520268949536e+00,-1.481991146118783798e+00,4.920040157085915355e-01,-5.395646820628731133e-01,1.337589186403187469e+00,-1.409289398436095686e+00
1.242912977793148910e+00,-8.931504721390176593e-01,-9.657730677586108259e-01,7.034958528194913407e-01,-1.383836142894964594e+00,1.376526630329825807e+00,-4.397620014982710213e-02,-2.771091931590624058e-01
-1.840629552497819732e-01,4.299908196327846543e-02,7.828222394696152664e-01,-7.370851601017964772e-01,-1.615272385550567957e+00,1.902682453655805350e+00,-9.832774637844716725e-01,7.850770448973499738e-01
2.697820005844197566e-01,-4.517026590794598895e-01,4.350214289094513909e-01,-3.984716854987713219e-01,8.296773435344345637e-01,-8.400893851092305908e-01,-1.714014232488417555e+00,1.771550457395228984e+00
-1.211281930122175554e+00,1.123148087680000851e+00,1.079697578927324209e+00,-9.739518924274492839e-01,4.614857637726418882e-01,-6.076955305112222705e-01,5.810548982142353935e-01,-6.903949394844118848e-01
-6.819400583503713031e-01,4.698114714394038827e-01,-5.151049866185520854e-01,6.993502827575293068e-01,2.542063878234318008e-01,-4.226104091272291363e-01,-1.345756623081275638e+00,1.929596714577401784e+00
-1.728122375166760039e+00,1.357479664831877431e+00,-1.382045043559069653e+00,1.021815823388520172e+00,2.159662498979253165e-01,-3.635822305621837502e-01,4.743075696704480149e-01,-6.014528817473616673e-01
1.125923623107225158e+00,-1.436325060406349108e+00,4.280331779271728115e-02,-3.636127231432451090e-01,8.349647668206068296e-01,-3.918547135122167901e-01,1.365941305938379147e+00,-1.341721754986504811e+00
-1.227967842822936806e+00,1.188900516960382570e+00,-1.574126860647579784e+00,1.342264031550658876e+00,-8.206104759882402178e-01,8.619976477719254460e-01,-2.811130896570047666e-01,-4.988288753727819318e-03
1.642569384852284209e+00,-1.757060611873235034e+00,-7.073955950160891459e-02,2.752517047557508437e-02,1.242943227916995852e+00,-1.189622365134010984e+00,-4.796933614472935203e-01,2.652517526898667266e-01
5.724102971016830077e-01,-5.574328822404894801e-01,8.164021822343900947e-01,-8.159597583802129517e-01,5.616656447118983930e-01,-9.473821367863310972e-01,1.067539843081701134e+00,-1.299680865641142047e+00
-6.150839876416861474e-01,8.553427207884989336e-01,1.278763257969313560e+00,-1.156751688309046067e+00,8.584473321647267952e-01,-1.217774281284760507e+00,-8.779313416546077331e-01,6.688802093142679484e-01
6.851843729483128032e-01,-4.459934403070219266e-01,-1.420989869772433911e+00,1.147951992438083879e+00,1.774252500668118959e-01,-2.352927529010381547e-01,-1.125997683410653982e+00,1.504615910867625361e+00
5.191937066082733532e-01,-4.699749906504510633e-01,1.816770037427441364e+00,-1.606592328562078231e+00,9.537390769744559238e-01,-1.224836892988178771e+00,6.851052583336166846e-01,-4.250963481953292655e-01
-1.344035486856650197e+00,1.054674982403682959e+00,3.493638066361289818e-01,-4.795826260808377373e-01,1.577556114880539484e+00,-1.431420667660464829e+00,3.519986745792998140e-02,-4.186608357227289412e-02
1.640231177098600557e-01,-2.176362488194798495e-01,-1.255380410935669211e+00,1.456451588747184500e+00,-6.463608613399577374e-01,5.880691406776811236e-01,-1.391265884377601791e+00,1.520207357717093366e+00
1.658601299541119456e+00,-1.859482223469060003e+00,6.605505824437978291e-01,-2.700124603101873855e-01,6.641285875787327209e-01,-7.417960212261573982e-01,1.071353797701564067e-02,2.549977118728466996e-01
-1.568345937836449489e+00,1.642914672996865555e+00,1.167665871422881307e-01,-8.511789200585596904e-02,-5.845091847790966355e-01,6.592624809803734331e-01,-9.882870488460051561e-01,1.314277568627616688e+00
1.726896712985613591e-01,-2.756301125668000895e-02,-7.282372939444262117e-02,-3.741483995535449525e-02,-4.066893949654051821e-02,3.636920668234636111e-01,-1.840206708522783341e+00,1.770570330465021769e+00
-5.924148886000630831e-01,1.137588374849574313e+00,-1.174446399859939254e-02,3.055357524923285606e-02,1.221152708240057727e+00,-1.059313328330619530e+00,-1.472702102034296523e+00,1.517005550241883993e+00
-1.249337115297775247e+00,1.166633393774182181e+00,-1.217822796298128896e-01,2.835370747744889730e-01,-2.412574080510288266e-01,3.341449908157695936e-01,-1.118129967107047484e+00,1.480442396721226572e+00
1.449865401305361789e+00,-1.050189573281243405e+00,2.283198490637753930e-01,-4.812744001846342434e-01,-5.960772726606440308e-01,4.728327931418738195e-01,-1.164759992602733663e+00,1.226909315400111611e+00
1.200074425388095306e-01,3.490780765899079707e-01,1.133425363238354855e+00,-1.253382888532457828e+00,-1.084613415226262090e-01,-2.190788455494567799e-01,-1.720205821218631081e+00,1.587633741590904535e+00
-1.708560769266910917e+00,1.499388276269769449e+00,2.298861369361112905e-01,-1.115999652020008281e-01,1.162252469295451007e+00,-1.015775250488829773e+00,3.558628635486275060e-01,-1.275344215573317175e-01
5.305926177531476717e-02,-1.302195201758778731e-01,1.192270177413747412e+00,-1.268925219394128057e+00,1.770378589636422806e+00,-1.295776197966235443e+00,-8.642200631671961286e-01,6.917174081879704506e-01
5.546695090227330427e-01,-4.054676630144935512e-01,-9.463074705130445352e-01,1.237327695740046751e+00,-1.610791193300106450e+00,1.208215716311428212e+00,7.629311643734955073e-01,-5.886439914437737730e-01
-1.492471138685531606e+00,1.736438430215333284e+00,3.908388376366099537e-02,-4.068644986625387372e-02,5.990045007872788485e-01,-1.577752854363530521e-01,1.052596603873713565e+00,-8.618536129615953501e-01
-1.088165608361682191e+00,1.300776143097402082e+00,3.407071763654622720e-01,-5.564802277455528356e-01,-1.156243260991716981e-01,-2.783017192564880005e-01,1.851115580064473187e+00,-1.416150721795419010e+00
-8.431944457124391779e-01,1.174788495918672071e+00,-1.431489898379603165e+00,1.498371416006212042e+00,5.868815856269384845e-01,-6.803422659354549928e-01,-1.167505914766215902e+00,9.518815513598350986e-01
-4.801748993591904435e-01,7.259365081871036463e-01,4.265477036171466674e-01,-6.810911934112502397e-01,5.701410555374959443e-01,-1.841229835391891279e-01,-1.759052985120949097e+00,1.737375210901646483e+00
-7.636256925096521764e-01,8.669308369847922302e-01,-7.068035612635485965e-01,1.073017106495150808e+00,5.375679183352134460e-01,-4.611401425349572203e-01,1.270665365225136734e+00,-1.298533614109798062e+00
1.556805993956651202e+00,-1.900934655543099483e+00,5.355039811469629596e-01,-4.558378129417584024e-01,-9.068612023955211487e-01,1.004375253748241548e+00,-7.972555202356870208e-01,8.309103460213440595e-01
-8.011391740255435767e-01,7.308838307079689178e-01,6.093399360146113386e-01,-4.745146405913060472e-01,1.102468450014087109e+00,-1.099264976325312837e+00,-1.550052333106786584e+00,1.547321402701267612e+00
5.065962328477705556e-01,-4.954043711943796335e-01,4.922669795664510461e-01,-3.535230153119225949e-01,3.534721155507628554e-01,-2.263970704891329067e-01,1.867849251980502778e+00,-1.931764751502764277e+00
9.445018877130906265e-01,-1.484932463023959093e+00,1.768410855198710996e-01,-1.292352338791053490e-01,1.420691981148821226e+00,-1.070460748155800612e+00,-1.304089847479548814e+00,1.081325103644429575e+00
-1.206027152725476670e+00,1.594340834426266174e+00,3.613933171456165105e-01,-3.002620219723690087e-01,1.531863525858656816e+00,-1.477557501622540626e+00,-2.070874677222289961e-01,2.479725489250499959e-01
1.081922072243437505e+00,-8.261161909801133518e-01,-5.908781376654403950e-01,5.743841841174684992e-01,1.652393561746216211e+00,-1.914706256050358490e+00,1.554138240435882778e-01,-2.815652672300972825e-01
6.961295773113345131e-01,-8.452169857845501788e-01,7.185587753827674673e-01,-9.803723370339868515e-01,-1.625491378307326373e+00,1.903709577636064409e+00,-6.374238545198257500e-01,3.817417969982664361e-01
1.684263336600045680e+00,-1.555979303858129326e+00,2.419939461058784602e-01,-7.505050196928041671e-03,1.122542097395928140e+00,-1.328885419997957618e+00,5.382432814815822919e-01,-4.459526866052782035e-01
-1.319648912825815978e+00,1.729122710688610898e+00,4.135789489628949878e-01,-5.389486452059838451e-01,-9.353882616124805649e-01,9.468725633530888919e-01,3.915234195648116811e-01,1.936170309128882466e-02
-1.838613757049997188e+00,1.415817297791625018e+00,-2.615327160054567446e-01,-1.037117829418868348e-01,-3.579836813190409028e-01,1.773676195602083838e-01,1.138671012198591237e+00,-9.679310134034739832e-01
-3.418489724782113881e-01,2.878775047370848994e-01,-1.539083985306831215e+00,1.517794359862321141e+00,-1.246809502945478432e+00,9.749403091000173882e-01,1.343498943176621996e+00,-1.115905639422852147e+00
1.479217319603229885e+00,-1.567845998863143908e+00,5.983084683462355224e-01,-3.409340868176525263e-01,7.808109693279621233e-01,-1.077148240162848269e+00,7.679781874064355307e-01,-1.052862897222273553e+00
-8.391791229010132636e-01,8.557598029057973399e-01,-1.109469192782174929e+00,1.061793780776685958e+00,4.378268690394127721e-02,2.143219255899865561e-01,-1.449300810230578440e+00,1.212752410213103982e+00
